0,System Idle Process,2022-08-01 18:59:17
4,System,2022-08-01 18:59:17
100,Registry,2022-08-01 18:59:17
396,smss.exe,2022-08-01 18:59:17
608,csrss.exe,2022-08-01 18:59:17
684,svchost.exe,2022-08-01 18:59:17
692,wininit.exe,2022-08-01 18:59:17
700,csrss.exe,2022-08-01 18:59:17
780,winlogon.exe,2022-08-01 18:59:17
836,services.exe,2022-08-01 18:59:17
848,lsass.exe,2022-08-01 18:59:17
980,svchost.exe,2022-08-01 18:59:17
1004,svchost.exe,2022-08-01 18:59:17
1008,fontdrvhost.exe,2022-08-01 18:59:17
1012,fontdrvhost.exe,2022-08-01 18:59:17
1080,dwm.exe,2022-08-01 18:59:17
1100,MoUsoCoreWorker.exe,2022-08-01 18:59:17
1124,svchost.exe,2022-08-01 18:59:17
1220,svchost.exe,2022-08-01 18:59:17
1224,svchost.exe,2022-08-01 18:59:17
1228,svchost.exe,2022-08-01 18:59:17
1308,svchost.exe,2022-08-01 18:59:17
1316,svchost.exe,2022-08-01 18:59:17
1416,svchost.exe,2022-08-01 18:59:17
1424,svchost.exe,2022-08-01 18:59:17
1496,svchost.exe,2022-08-01 18:59:17
1500,svchost.exe,2022-08-01 18:59:17
1516,svchost.exe,2022-08-01 18:59:17
1604,svchost.exe,2022-08-01 18:59:17
1720,svchost.exe,2022-08-01 18:59:17
1816,audiodg.exe,2022-08-01 18:59:17
1880,svchost.exe,2022-08-01 18:59:17
1952,svchost.exe,2022-08-01 18:59:17
1960,svchost.exe,2022-08-01 18:59:17
2008,svchost.exe,2022-08-01 18:59:17
2032,svchost.exe,2022-08-01 18:59:17
2076,Discord.exe,2022-08-01 18:59:17
2180,svchost.exe,2022-08-01 18:59:17
2196,SgrmBroker.exe,2022-08-01 18:59:17
2204,MemCompression,2022-08-01 18:59:17
2300,svchost.exe,2022-08-01 18:59:17
2320,igfxCUIService.exe,2022-08-01 18:59:17
2376,chrome.exe,2022-08-01 18:59:17
2380,svchost.exe,2022-08-01 18:59:17
2388,svchost.exe,2022-08-01 18:59:17
2396,svchost.exe,2022-08-01 18:59:17
2428,conhost.exe,2022-08-01 18:59:17
2436,svchost.exe,2022-08-01 18:59:17
2464,svchost.exe,2022-08-01 18:59:17
2476,svchost.exe,2022-08-01 18:59:17
2532,WUDFHost.exe,2022-08-01 18:59:17
2600,svchost.exe,2022-08-01 18:59:17
2724,svchost.exe,2022-08-01 18:59:17
2756,svchost.exe,2022-08-01 18:59:17
2828,RtkAudioService64.exe,2022-08-01 18:59:17
2860,svchost.exe,2022-08-01 18:59:17
2908,dasHost.exe,2022-08-01 18:59:17
2940,svchost.exe,2022-08-01 18:59:17
