0,System Idle Process,2022-08-01 23:53:20
4,System,2022-08-01 23:53:20
100,Registry,2022-08-01 23:53:20
396,smss.exe,2022-08-01 23:53:20
608,csrss.exe,2022-08-01 23:53:20
684,svchost.exe,2022-08-01 23:53:20
692,wininit.exe,2022-08-01 23:53:20
700,csrss.exe,2022-08-01 23:53:20
780,winlogon.exe,2022-08-01 23:53:20
836,services.exe,2022-08-01 23:53:20
848,lsass.exe,2022-08-01 23:53:20
920,WmiPrvSE.exe,2022-08-01 23:53:20
980,svchost.exe,2022-08-01 23:53:20
1004,svchost.exe,2022-08-01 23:53:20
1008,fontdrvhost.exe,2022-08-01 23:53:20
1012,fontdrvhost.exe,2022-08-01 23:53:20
1080,dwm.exe,2022-08-01 23:53:20
1100,MoUsoCoreWorker.exe,2022-08-01 23:53:20
1124,svchost.exe,2022-08-01 23:53:20
1152,conhost.exe,2022-08-01 23:53:20
1220,svchost.exe,2022-08-01 23:53:20
1224,svchost.exe,2022-08-01 23:53:20
1228,svchost.exe,2022-08-01 23:53:20
1308,svchost.exe,2022-08-01 23:53:20
1316,svchost.exe,2022-08-01 23:53:20
1416,svchost.exe,2022-08-01 23:53:20
1424,svchost.exe,2022-08-01 23:53:20
1496,svchost.exe,2022-08-01 23:53:20
1500,svchost.exe,2022-08-01 23:53:20
1516,svchost.exe,2022-08-01 23:53:20
1564,Code.exe,2022-08-01 23:53:20
1604,svchost.exe,2022-08-01 23:53:20
1720,svchost.exe,2022-08-01 23:53:20
1824,FMAPP.exe,2022-08-01 23:53:20
1880,svchost.exe,2022-08-01 23:53:20
1952,svchost.exe,2022-08-01 23:53:20
1960,svchost.exe,2022-08-01 23:53:20
2008,svchost.exe,2022-08-01 23:53:20
2032,svchost.exe,2022-08-01 23:53:20
2076,Discord.exe,2022-08-01 23:53:20
2180,svchost.exe,2022-08-01 23:53:20
2196,SgrmBroker.exe,2022-08-01 23:53:20
2204,MemCompression,2022-08-01 23:53:20
2300,svchost.exe,2022-08-01 23:53:20
2320,igfxCUIService.exe,2022-08-01 23:53:20
2352,powershell.exe,2022-08-01 23:53:20
2376,chrome.exe,2022-08-01 23:53:20
2380,svchost.exe,2022-08-01 23:53:20
2388,svchost.exe,2022-08-01 23:53:20
2396,svchost.exe,2022-08-01 23:53:20
2436,svchost.exe,2022-08-01 23:53:20
2464,svchost.exe,2022-08-01 23:53:20
2476,svchost.exe,2022-08-01 23:53:20
2528,chrome.exe,2022-08-01 23:53:20
2532,WUDFHost.exe,2022-08-01 23:53:20
2600,svchost.exe,2022-08-01 23:53:20
2724,svchost.exe,2022-08-01 23:53:20
2756,svchost.exe,2022-08-01 23:53:20
2780,chrome.exe,2022-08-01 23:53:20
2828,RtkAudioService64.exe,2022-08-01 23:53:20
2860,svchost.exe,2022-08-01 23:53:20
2908,dasHost.exe,2022-08-01 23:53:20
2940,svchost.exe,2022-08-01 23:53:20
2948,svchost.exe,2022-08-01 23:53:20
2960,svchost.exe,2022-08-01 23:53:20
3052,audiodg.exe,2022-08-01 23:53:20
3088,svchost.exe,2022-08-01 23:53:20
3160,svchost.exe,2022-08-01 23:53:20
3216,svchost.exe,2022-08-01 23:53:20
3228,DolbyDAX2API.exe,2022-08-01 23:53:20
3316,spoolsv.exe,2022-08-01 23:53:20
3336,svchost.exe,2022-08-01 23:53:20
3408,svchost.exe,2022-08-01 23:53:20
3468,svchost.exe,2022-08-01 23:53:20
3524,svchost.exe,2022-08-01 23:53:20
3572,SearchProtocolHost.exe,2022-08-01 23:53:20
3692,svchost.exe,2022-08-01 23:53:20
3700,svchost.exe,2022-08-01 23:53:20
3708,svchost.exe,2022-08-01 23:53:20
3724,svchost.exe,2022-08-01 23:53:20
3744,svchost.exe,2022-08-01 23:53:20
3756,AdminService.exe,2022-08-01 23:53:20
3768,IntelCpHDCPSvc.exe,2022-08-01 23:53:20
3776,ETDService.exe,2022-08-01 23:53:20
3788,svchost.exe,2022-08-01 23:53:20
3832,svchost.exe,2022-08-01 23:53:20
3860,svchost.exe,2022-08-01 23:53:20
3928,SystemSettings.exe,2022-08-01 23:53:20
3964,MsMpEng.exe,2022-08-01 23:53:20
3972,svchost.exe,2022-08-01 23:53:20
4008,mongod.exe,2022-08-01 23:53:20
4016,ApplicationFrameHost.exe,2022-08-01 23:53:20
4064,Code.exe,2022-08-01 23:53:20
4140,svchost.exe,2022-08-01 23:53:20
4152,svchost.exe,2022-08-01 23:53:20
4168,svchost.exe,2022-08-01 23:53:20
4180,IntelCpHeciSvc.exe,2022-08-01 23:53:20
4196,Code.exe,2022-08-01 23:53:20
4552,PresentationFontCache.exe,2022-08-01 23:53:20
4576,Code.exe,2022-08-01 23:53:20
4696,taskhostw.exe,2022-08-01 23:53:20
4708,Code.exe,2022-08-01 23:53:20
4716,svchost.exe,2022-08-01 23:53:20
4752,chrome.exe,2022-08-01 23:53:20
4796,RAVBg64.exe,2022-08-01 23:53:20
4804,ETDCtrl.exe,2022-08-01 23:53:20
4836,svchost.exe,2022-08-01 23:53:20
4840,ETDCtrlHelper.exe,2022-08-01 23:53:20
4884,sihost.exe,2022-08-01 23:53:20
4900,svchost.exe,2022-08-01 23:53:20
5036,svchost.exe,2022-08-01 23:53:20
5224,svchost.exe,2022-08-01 23:53:20
