5320,ctfmon.exe,2022-08-01 23:53:20
5424,svchost.exe,2022-08-01 23:53:20
5440,igfxEM.exe,2022-08-01 23:53:20
5544,chrome.exe,2022-08-01 23:53:20
5780,explorer.exe,2022-08-01 23:53:20
5832,svchost.exe,2022-08-01 23:53:20
5860,svchost.exe,2022-08-01 23:53:20
5972,Code.exe,2022-08-01 23:53:20
5992,conhost.exe,2022-08-01 23:53:20
6328,StartMenuExperienceHost.exe,2022-08-01 23:53:20
6444,svchost.exe,2022-08-01 23:53:20
6500,svchost.exe,2022-08-01 23:53:20
6540,RuntimeBroker.exe,2022-08-01 23:53:20
6668,svchost.exe,2022-08-01 23:53:20
6684,svchost.exe,2022-08-01 23:53:20
6708,svchost.exe,2022-08-01 23:53:20
6764,svchost.exe,2022-08-01 23:53:20
6832,SearchApp.exe,2022-08-01 23:53:20
6972,SearchIndexer.exe,2022-08-01 23:53:20
7016,taskhostw.exe,2022-08-01 23:53:20
7028,RuntimeBroker.exe,2022-08-01 23:53:20
7196,RuntimeBroker.exe,2022-08-01 23:53:20
7372,YourPhone.exe,2022-08-01 23:53:20
7720,chrome.exe,2022-08-01 23:53:20
7812,RuntimeBroker.exe,2022-08-01 23:53:20
8284,NisSrv.exe,2022-08-01 23:53:20
8308,Code.exe,2022-08-01 23:53:20
8376,SecurityHealthService.exe,2022-08-01 23:53:20
8384,GoogleCrashHandler.exe,2022-08-01 23:53:20
8392,GoogleCrashHandler64.exe,2022-08-01 23:53:20
8572,RuntimeBroker.exe,2022-08-01 23:53:20
8712,TextInputHost.exe,2022-08-01 23:53:20
8792,python.exe,2022-08-01 23:53:20
8844,RAVBg64.exe,2022-08-01 23:53:20
8896,chrome.exe,2022-08-01 23:53:20
9008,SecurityHealthSystray.exe,2022-08-01 23:53:20
9260,SynTPEnh.exe,2022-08-01 23:53:20
9316,OneDrive.exe,2022-08-01 23:53:20
9520,dllhost.exe,2022-08-01 23:53:20
9552,svchost.exe,2022-08-01 23:53:20
9600,KakaoTalk.exe,2022-08-01 23:53:20
9656,RAVBg64.exe,2022-08-01 23:53:20
9660,python.exe,2022-08-01 23:53:20
9828,svchost.exe,2022-08-01 23:53:20
9860,Discord.exe,2022-08-01 23:53:20
9948,Discord.exe,2022-08-01 23:53:20
10000,chrome.exe,2022-08-01 23:53:20
10032,Code.exe,2022-08-01 23:53:20
10048,Discord.exe,2022-08-01 23:53:20
10088,Discord.exe,2022-08-01 23:53:20
10300,Discord.exe,2022-08-01 23:53:20
10424,Code.exe,2022-08-01 23:53:20
10500,chrome.exe,2022-08-01 23:53:20
10520,RAVCpl64.exe,2022-08-01 23:53:20
10528,chrome.exe,2022-08-01 23:53:20
10544,conhost.exe,2022-08-01 23:53:20
10624,chrome.exe,2022-08-01 23:53:20
10648,Code.exe,2022-08-01 23:53:20
10720,chrome.exe,2022-08-01 23:53:20
10728,chrome.exe,2022-08-01 23:53:20
10752,chrome.exe,2022-08-01 23:53:20
10920,chrome.exe,2022-08-01 23:53:20
11076,svchost.exe,2022-08-01 23:53:20
11084,svchost.exe,2022-08-01 23:53:20
11096,SearchApp.exe,2022-08-01 23:53:20
11372,chrome.exe,2022-08-01 23:53:20
11468,UserOOBEBroker.exe,2022-08-01 23:53:20
11532,Code.exe,2022-08-01 23:53:20
11556,chrome.exe,2022-08-01 23:53:20
11572,chrome.exe,2022-08-01 23:53:20
11728,chrome.exe,2022-08-01 23:53:20
11792,python.exe,2022-08-01 23:53:20
12004,svchost.exe,2022-08-01 23:53:20
12064,powershell.exe,2022-08-01 23:53:20
12092,chrome.exe,2022-08-01 23:53:20
12108,svchost.exe,2022-08-01 23:53:20
12216,ShellExperienceHost.exe,2022-08-01 23:53:20
